"fixed_acidity","volatile_acidity","citric_acid","residual_sugar","chlorides","free_sulfur_dioxide","total_sulfur_dioxide","density","pH","sulphates","alcohol","quality","type"
7.5,0.42,0.2,1.4,0.06,15,168,0.9944,3.06,0.4,9.4,6,"white"
9.3,0.2,0.33,1.7,0.05,28,178,0.9954,3.16,0.43,9,4,"white"
7.2,0.17,0.28,17.55,0.05,33,154,0.99971,2.94,0.43,9,7,"white"
6.4,0.38,0.2,5.3,0.117,57,181,0.99459,3.24,0.43,9.5,6,"white"
6.6,0.545,0.04,2.5,0.031,48,111,0.9906,3.14,0.32,11.9,5,"white"
10.5,0.24,0.47,2.1,0.066,6,24,0.9978,3.15,0.9,11,7,"red"
6.6,0.21,0.5,8.7,0.036,41,191,0.99294,2.96,0.56,11,6,"white"
6.9,0.4,0.42,6.2,0.066,41,176,0.99552,3.12,0.54,9.4,5,"white"
10.4,0.52,0.45,2,0.08,6,13,0.99774,3.22,0.76,11.4,6,"red"
5.5,0.62,0.33,1.7,0.037,24,118,0.98758,3.15,0.39,13.55,6,"white"
7,0.31,0.52,1.7,0.029,5,61,0.9918,3.07,0.43,10.4,5,"white"
5.9,0.44,0.36,2.5,0.03,12,73,0.99201,3.22,0.48,10.8,6,"white"
6.6,0.19,0.25,1.2,0.052,34,181,0.99352,3.3,0.42,9.4,7,"white"
5.6,0.19,0.27,0.9,0.04,52,103,0.99026,3.5,0.39,11.2,5,"white"
8.4,0.27,0.46,8.7,0.048,39,197,0.9974,3.14,0.59,9.6,6,"white"
9.3,0.39,0.4,2.6,0.073,10,26,0.9984,3.34,0.75,10.2,6,"red"
9.2,0.27,0.34,10.5,0.043,49,228,0.9974,3.04,0.41,10.4,6,"white"
4.7,0.335,0.14,1.3,0.036,69,168,0.99212,3.47,0.46,10.5,5,"white"
7.9,0.345,0.51,15.3,0.047,54,171,0.9987,3.09,0.51,9.1,5,"white"
7.2,0.34,0.3,8.4,0.051,40,167,0.99756,3.48,0.62,9.7,5,"white"
6.1,0.32,0.25,1.7,0.034,37,136,0.992,3.47,0.5,10.8,7,"white"
6.9,0.49,0.24,1.2,0.049,13,125,0.9932,3.17,0.51,9.4,5,"white"
7.5,0.38,0.56,9.7,0.055,15,170,0.99605,3.13,0.65,9.9,6,"white"
6.2,0.34,0.25,12.1,0.059,33,171,0.99769,3.14,0.56,8.7,6,"white"
6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,7,"white"
7.9,0.3,0.68,8.3,0.05,37.5,278,0.99316,3.01,0.51,12.3,7,"red"
10,0.41,0.45,6.2,0.071,6,14,0.99702,3.21,0.49,11.8,7,"red"
7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,7,"white"
7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,6,"white"
6.2,0.33,0.29,1.3,0.042,26,138,0.9956,3.77,0.64,9.5,5,"white"
10.3,0.17,0.47,1.4,0.037,5,33,0.9939,2.89,0.28,9.6,3,"white"
7.7,0.25,0.3,7.8,0.038,67,196,0.99555,3.1,0.5,10.1,5,"white"
6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,6,"white"
7.5,0.35,0.48,12.4,0.056,61,176.5,0.99803,2.97,0.52,8.8,5,"white"
7.3,0.25,0.27,3.8,0.047,16,79,0.99173,3.07,0.46,11.3,6,"white"
7.4,0.22,0.26,1.2,0.035,18,97,0.99245,3.12,0.41,9.7,6,"white"
6.8,0.21,0.42,1.2,0.045,24,126,0.99234,3.09,0.87,10.9,6,"white"
6.8,0.29,0.5,13.3,0.053,48,194,0.9974,3.09,0.45,9.4,5,"white"
6.4,0.28,0.28,3,0.04,19,98,0.99216,3.25,0.47,11.1,6,"white"
7.8,0.21,0.27,1.2,0.051,20,89,0.9936,3.06,0.46,9.1,5,"white"
7,0.3,0.51,13.6,0.05,40,168,0.9976,3.07,0.52,9.6,7,"white"
5,0.24,0.19,5,0.043,17,101,0.99438,3.67,0.57,10,5,"white"
6.8,0.32,0.34,6,0.05,5,129,0.9953,3.19,0.4,9.1,5,"white"
7.8,0.18,0.31,12.2,0.053,46,140,0.998,3.06,0.53,8.9,6,"white"
8.2,0.42,0.29,4.1,0.03,31,100,0.9911,3,0.32,12.8,7,"white"
7.1,0.12,0.3,3.1,0.018,15,37,0.99004,3.02,0.52,11.9,7,"white"
7.8,0.4,0.49,7.8,0.06,34,162,0.9966,3.26,0.58,11.3,6,"white"
7.8,0.27,0.33,2.4,0.053,36,175,0.992,3.2,0.55,11,6,"white"
6.5,0.9,0,1.6,0.052,9,17,0.99467,3.5,0.63,10.9,6,"red"
7.5,0.17,0.71,11.8,0.038,52,148,0.99801,3.03,0.46,8.9,5,"white"
7,0.18,0.37,1.5,0.043,16,104,0.99216,3.18,0.5,10.8,5,"white"
6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,6,"white"
11.9,0.39,0.69,2.8,0.095,17,35,0.9994,3.1,0.61,10.8,6,"red"
7.3,0.25,0.36,2.1,0.034,30,177,0.99085,3.25,0.4,11.9,8,"white"
5,0.35,0.25,7.8,0.031,24,116,0.99241,3.39,0.4,11.3,6,"white"
7.4,0.38,0.27,7.5,0.041,24,160,0.99535,3.17,0.43,10,5,"white"
7,0.3,0.49,4.7,0.036,17,105,0.9916,3.26,0.68,12.4,7,"white"
6.9,0.46,0.2,0.9,0.054,5,126,0.992,3.1,0.42,10.4,6,"white"
8.8,0.35,0.49,1,0.036,14,56,0.992,2.96,0.33,10.5,4,"white"
8.2,0.37,0.36,1,0.034,17,93,0.9906,3.04,0.32,11.7,8,"white"
7.8,0.39,0.26,9.9,0.059,33,181,0.9955,3.04,0.42,10.9,6,"white"
6.6,0.21,0.31,11.4,0.039,46,165,0.99795,3.41,0.44,9.8,7,"white"
11.9,0.4,0.65,2.15,0.068,7,27,0.9988,3.06,0.68,11.3,6,"red"
6.7,0.25,0.23,7.2,0.038,61,220,0.9952,3.14,0.35,9.5,5,"white"
7.1,0.28,0.26,1.9,0.049,12,86,0.9934,3.15,0.38,9.4,5,"white"
6,0.16,0.27,12,0.03,39,98,0.99402,3.15,0.34,10.8,5,"white"
8.8,0.61,0.14,2.4,0.067,10,42,0.9969,3.19,0.59,9.5,5,"red"
8.2,0.44,0.24,2.3,0.063,10,28,0.99613,3.25,0.53,10.2,6,"red"
9.5,0.37,0.52,2,0.088,12,51,0.99613,3.29,0.58,11.1,6,"red"
6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6,"red"
5.8,0.22,0.29,1.3,0.036,25,68,0.98865,3.24,0.35,12.6,6,"white"
7.1,0.21,0.72,1.6,0.167,65,120,0.99324,2.97,0.51,9.2,5,"white"
5.9,0.34,0.25,2,0.042,12,110,0.99034,3.02,0.54,11.4,6,"white"
5.6,0.41,0.24,1.9,0.034,10,53,0.98815,3.32,0.5,13.5,7,"white"
7.3,0.39,0.31,2.4,0.074,9,46,0.9962,3.41,0.54,9.4,6,"red"
6,0.28,0.52,6.2,0.028,37,104,0.99161,3.28,0.51,11.8,7,"white"
6.7,0.23,0.33,1.8,0.036,23,96,0.9925,3.32,0.4,10.8,6,"white"
5.5,0.485,0,1.5,0.065,8,103,0.994,3.63,0.4,9.7,4,"white"
7.5,0.705,0.1,13,0.044,44,214,0.99741,3.1,0.5,9.1,5,"white"
6.4,0.29,0.44,3.6,0.197,75,183,0.9942,3.01,0.38,9.1,5,"white"
5.4,0.18,0.24,4.8,0.041,30,113,0.99445,3.42,0.4,9.4,6,"white"
6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,6,"white"
10.4,0.64,0.24,2.8,0.105,29,53,0.9998,3.24,0.67,9.9,5,"red"
7.9,0.35,0.36,1.6,0.038,11,124,0.9928,3.25,0.48,11,5,"white"
6.7,0.19,0.32,3.7,0.041,26,76,0.99173,2.9,0.57,10.5,7,"white"
6.8,0.28,0.6,1.1,0.132,42,127,0.9934,3.09,0.44,9.1,6,"white"
6.5,0.18,0.34,1.6,0.04,43,148,0.9912,3.32,0.59,11.5,8,"white"
13.2,0.46,0.52,2.2,0.071,12,35,1.0006,3.1,0.56,9,6,"red"
6.7,0.2,0.3,1.4,0.025,17,76,0.99104,3.11,0.44,11,6,"white"
7.4,1.185,0,4.25,0.097,5,14,0.9966,3.63,0.54,10.7,3,"red"
6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8,"white"
7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,6,"white"
7.1,0.16,0.36,1.2,0.043,21,90,0.9925,3.16,0.42,11,7,"white"
7.1,0.15,0.34,1,0.033,27,73,0.98974,3.24,0.41,12.2,6,"white"
6.8,0.51,0.3,4.2,0.066,38,165,0.9945,3.2,0.42,9.1,5,"white"
6.6,0.26,0.22,18.15,0.05,23,139,0.99904,3.06,0.5,9.2,5,"white"
7,0.24,0.25,1.7,0.042,48,189,0.992,3.25,0.42,11.4,6,"white"
8.2,0.39,0.38,1.5,0.058,10,29,0.9962,3.26,0.74,9.8,5,"red"
6.8,0.22,0.49,0.9,0.052,26,128,0.991,3.25,0.35,11.4,6,"white"
6.4,0.38,0.26,8.2,0.043,28,98,0.99234,2.99,0.31,11.4,6,"white"
7,0.15,0.38,15.3,0.045,54,120,0.9975,3.18,0.42,9.8,6,"white"
7,0.22,0.3,1.8,0.065,16,20,0.99672,3.61,0.82,10,6,"red"
5.8,0.31,0.33,1.2,0.036,23,99,0.9916,3.18,0.6,10.5,6,"white"
7,0.53,0.02,1,0.036,39,107,0.993,3.2,0.32,9,5,"white"
6.6,0.23,0.27,5.6,0.043,43,164,0.9953,3.27,0.76,9.5,5,"white"
6,0.34,0.24,5.4,0.06,23,126,0.9951,3.25,0.44,9,7,"white"
5.7,0.4,0.35,5.1,0.026,17,113,0.99052,3.18,0.67,12.4,6,"white"
6.9,0.22,0.32,5.8,0.041,20,119,0.99296,3.17,0.55,11.2,6,"white"
6.5,0.36,0.31,13.55,0.053,20,113,0.99544,3.2,0.56,11,6,"white"
6.6,0.41,0.31,1.6,0.042,18,101,0.99195,3.13,0.41,10.5,5,"white"
7.2,0.58,0.03,2.3,0.077,7,28,0.99568,3.35,0.52,10,5,"red"
7.9,0.33,0.41,1.5,0.056,6,35,0.99396,3.29,0.71,11,6,"red"
6.8,0.19,0.33,4.9,0.047,42,130,0.99283,3.12,0.56,11,6,"white"
5.1,0.39,0.21,1.7,0.027,15,72,0.9894,3.5,0.45,12.5,6,"white"
6.5,0.17,0.31,1.5,0.041,34,121,0.99092,3.06,0.46,10.5,6,"white"
7.9,0.11,0.49,4.5,0.048,27,133,0.9946,3.24,0.42,10.6,6,"white"
6.8,0.73,0.2,6.6,0.054,25,65,0.99324,3.12,0.28,11.1,4,"white"
6.7,0.29,0.45,14.3,0.054,30,181,0.99869,3.14,0.57,9.1,5,"white"
7,0.43,0.3,2,0.085,6,39,0.99346,3.33,0.46,11.9,6,"red"
7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9,7,"white"
9,0.2,0.33,3.5,0.049,10,40,0.9944,3.14,0.36,9.8,6,"white"
7.1,0.23,0.28,1.9,0.046,33,103,0.98997,3.12,0.31,12,5,"white"
6,0.33,0.2,1.8,0.031,49,159,0.9919,3.41,0.53,11,6,"white"
7.9,0.35,0.46,3.6,0.078,15,37,0.9973,3.35,0.86,12.8,8,"red"
6.1,0.23,0.27,9.8,0.055,74,134,0.99534,3.16,0.4,10.2,6,"white"
6.4,0.3,0.16,7.5,0.05,55,191,0.9959,3.17,0.49,9,5,"white"
7.4,0.25,0.49,1.1,0.042,35,156,0.9917,3.13,0.55,11.3,5,"white"
6.7,0.31,0.31,4.9,0.031,20,151,0.9926,3.36,0.82,12,7,"white"
9,0.44,0.49,2.4,0.078,26,121,0.9978,3.23,0.58,9.2,5,"red"
6.9,0.2,0.28,1.2,0.048,36,159,0.9936,3.19,0.43,9.1,6,"white"
6.8,0.34,0.74,2.8,0.088,23,185,0.9928,3.51,0.7,12,6,"white"
6.4,0.15,0.29,1.8,0.044,21,115,0.99166,3.1,0.38,10.2,5,"white"
6.9,0.25,0.35,9.2,0.034,42,150,0.9947,3.21,0.36,11.5,6,"white"
5.9,0.26,0.27,18.2,0.048,52,168,0.9993,3.35,0.44,9.4,5,"white"
7.4,0.3,0.32,1.7,0.03,23,128,0.9929,3.17,0.66,10.9,5,"white"
7.2,0.16,0.26,7.1,0.054,41,224,0.9966,3.38,0.55,10.1,5,"white"
7.1,0.29,0.34,7.8,0.036,49,128,0.99397,3.21,0.4,10.7,6,"white"
5.8,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8,7,"white"
6.1,0.28,0.35,12.8,0.048,63,229,0.9975,3.08,0.4,8.9,5,"white"
6.6,0.16,0.25,9.8,0.049,59.5,137,0.995,3.16,0.38,10,6,"white"
6.4,0.26,0.4,1.7,0.179,5,60,0.9925,3.09,0.54,10.1,5,"white"
6.8,0.24,0.34,5.1,0.038,31,99,0.9921,3.24,0.46,11.8,6,"white"
6.2,0.22,0.3,12.4,0.054,108,152,0.99728,3.1,0.47,9.5,6,"white"
6.9,0.765,0.18,2.4,0.243,5.5,48,0.99612,3.4,0.6,10.3,6,"red"
8.7,0.7,0.24,2.5,0.226,5,15,0.9991,3.32,0.6,9,6,"red"
6.4,0.35,0.21,2.1,0.051,46,171,0.9932,3.16,0.5,9.5,5,"white"
10.6,1.025,0.43,2.8,0.08,21,84,0.9985,3.06,0.57,10.1,5,"red"
6.1,0.21,0.3,6.3,0.039,47,136,0.99068,3.27,0.31,12.7,6,"white"
8.6,0.265,0.36,1.2,0.034,15,80,0.9913,2.95,0.36,11.4,7,"white"
10,0.59,0.31,2.2,0.09,26,62,0.9994,3.18,0.63,10.2,6,"red"
9.3,0.31,0.49,1.3,0.042,34,147,0.9948,3.11,0.46,9.8,5,"white"
6,0.39,0.26,2.7,0.038,39,187,0.99325,3.41,0.5,10.8,6,"white"
5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,6,"red"
7,0.24,0.36,4.9,0.083,10,133,0.9942,3.33,0.37,10.8,6,"white"
6.8,0.29,0.56,11.9,0.043,66,230,0.9972,3.02,0.63,9.3,5,"white"
6.3,0.21,0.29,11.7,0.048,49,147,0.99482,3.22,0.38,10.8,5,"white"
6.5,0.33,0.72,1.1,0.061,7,151,0.993,3.09,0.57,9.5,4,"white"
8.2,0.2,0.43,2.5,0.076,31,51,0.99672,3.53,0.81,10.4,6,"red"
6.7,0.41,0.24,5.4,0.035,33,115,0.9901,3.12,0.44,12.8933333333333,7,"white"
7.5,0.2,0.47,16.9,0.052,51,188,0.99944,3.09,0.62,9.3,5,"white"
6.6,0.2,0.14,4.4,0.184,35,168,0.99396,2.93,0.45,9.4,6,"white"
6.2,0.24,0.27,2.9,0.039,30,123,0.98959,3.12,0.37,12.8,6,"white"
5.3,0.585,0.07,7.1,0.044,34,145,0.9945,3.34,0.57,9.7,6,"white"
6.1,0.25,0.3,1.2,0.036,42,107,0.991,3.34,0.56,10.8,7,"white"
7.2,0.14,0.35,1.2,0.036,15,73,0.9938,3.46,0.39,9.9,5,"white"
7.1,0.27,0.27,10.4,0.041,26,114,0.99335,3.04,0.52,11.5,7,"white"
6.6,0.21,0.3,9.9,0.041,64,174,0.995,3.07,0.5,10.1,6,"white"
6.3,0.34,0.36,4.9,0.035,31,185,0.9946,3.15,0.49,9.7,5,"white"
7.9,0.44,0.26,4.45,0.033,23,100,0.99117,3.17,0.52,12.7,6,"white"
6.4,0.31,0.28,2.5,0.039,34,137,0.98946,3.22,0.38,12.7,6,"white"
7,0.53,0.43,6.1,0.029,6,76,0.99118,3.08,0.5,12.5,8,"white"
8.8,0.3,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8,6,"red"
6.4,0.3,0.38,7.8,0.046,35,192,0.9955,3.1,0.37,9,5,"white"
6,0.64,0.05,1.9,0.066,9,17,0.99496,3.52,0.78,10.6,5,"red"
8.9,0.84,0.34,1.4,0.05,4,10,0.99554,3.12,0.48,9.1,6,"red"
6.7,0.33,0.42,6.4,0.058,27,151,0.9954,3.16,0.44,9.6,5,"white"
8.9,0.31,0.36,2.6,0.056,10,39,0.99562,3.4,0.69,11.8,5,"red"
6.9,0.28,0.3,8.3,0.026,37,113,0.99139,2.99,0.38,12.3,8,"white"
9.4,0.615,0.28,3.2,0.087,18,72,1.0001,3.31,0.53,9.7,5,"red"
7.2,0.24,0.27,11.4,0.034,40,174,0.99773,3.2,0.44,9,5,"white"
7.4,0.16,0.33,1.2,0.042,47,121,0.99198,3.04,0.68,10.5,7,"white"
7.6,0.31,0.29,10.5,0.04,21,145,0.9966,3.04,0.35,9.4,5,"white"
7.9,0.28,0.49,7.7,0.045,48,195,0.9954,3.04,0.55,11,6,"white"
15.5,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,5,"red"
7.6,0.26,0.47,1.6,0.068,5,55,0.9944,3.1,0.45,9.6,5,"white"
8.9,0.32,0.49,1.6,0.05,17,131,0.9956,3.13,0.34,9.4,5,"white"
7.5,0.17,0.37,1.5,0.06,18,75,0.9936,3.54,0.88,10.7,5,"white"
8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8,5,"red"
7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,5,"white"
5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,5,"white"
7.2,0.34,0.3,8.4,0.051,40,167,0.99756,3.48,0.62,9.7,5,"white"
8,0.27,0.57,10.4,0.053,18,134,0.99732,3.12,0.68,9,5,"white"
6.6,0.18,0.28,3.3,0.044,18,91,0.993,3.42,0.64,10.8,6,"white"
6.7,0.17,0.5,2.1,0.043,27,122,0.9923,3.15,0.45,10.3,6,"white"
8.8,0.24,0.35,1.7,0.055,13,27,0.99394,3.14,0.59,11.3,7,"red"
6.9,0.3,0.29,1.3,0.053,24,189,0.99362,3.29,0.54,9.9,4,"white"
6.7,0.26,0.39,1.1,0.04,45,147,0.9935,3.32,0.58,9.6,8,"white"
11,0.26,0.68,2.55,0.085,10,25,0.997,3.18,0.61,11.8,5,"red"
6.7,0.46,0.18,2.4,0.034,25,98,0.9896,3.08,0.44,12.6,7,"white"
5.2,0.31,0.36,5.1,0.031,46,145,0.9897,3.14,0.31,12.4,7,"white"
6.8,0.24,0.31,18.3,0.046,40,142,1,3.3,0.41,8.7,5,"white"
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8,"white"
7.7,0.34,0.3,8,0.048,25,192,0.9951,2.97,0.47,10.9,5,"white"
7.8,0.63,0.48,1.7,0.1,14,96,0.9961,3.19,0.62,9.5,5,"red"
6.5,0.46,0.24,11.5,0.051,56,171,0.99588,3.08,0.56,9.8,6,"white"
7.9,0.72,0.01,1.9,0.076,7,32,0.99668,3.39,0.54,9.6,5,"red"
7,0.23,0.28,2.7,0.053,16,92,0.99372,3.18,0.56,9.3,5,"white"
5.8,0.26,0.18,1.2,0.031,40,114,0.9908,3.42,0.4,11,7,"white"
6.8,0.46,0.26,2.7,0.042,28,83,0.99114,3.38,0.51,12,8,"white"
6.8,0.21,0.74,1.2,0.047,25,111,0.9916,3.13,0.41,10.7,6,"white"
5.9,0.28,0.34,3.6,0.04,50,194,0.9912,3.31,0.52,11.6,6,"white"
8.2,0.22,0.49,9.6,0.037,53,154,0.9951,3.02,0.33,10.6,6,"white"
7.1,0.36,0.3,1.6,0.08,35,70,0.99693,3.44,0.5,9.4,5,"red"
5.8,0.28,0.28,4.2,0.044,52,158,0.992,3.35,0.44,10.7,7,"white"
5.3,0.6,0.34,1.4,0.031,3,60,0.98854,3.27,0.38,13,6,"white"
6.6,0.34,0.34,2.6,0.051,40.5,210,0.99314,3.15,0.61,10,5,"white"
10.3,0.41,0.42,2.4,0.213,6,14,0.9994,3.19,0.62,9.5,6,"red"
7.8,0.25,0.37,1,0.043,10,80,0.99128,3.08,0.38,11.4,5,"white"
6.6,0.42,0.33,2.8,0.034,15,85,0.99,3.28,0.51,13.4,6,"white"
6.4,0.3,0.27,5,0.058,27,151,0.99198,3.22,0.49,12.2,6,"white"
6.2,0.2,0.33,5.4,0.028,21,75,0.99012,3.36,0.41,13.5,7,"white"
7.1,0.22,0.74,2.7,0.044,42,144,0.991,3.31,0.41,12.2,6,"white"
8,0.18,0.49,1.8,0.061,10,145,0.9942,3.23,0.48,10,5,"white"
6,0.11,0.47,10.6,0.052,69,148,0.9958,2.91,0.34,9.3,4,"white"
6.1,0.36,0.27,2.1,0.035,16,100,0.9917,3.4,0.71,11.5,7,"white"
6.6,0.56,0.22,8.9,0.034,27,133,0.99675,3.2,0.51,9.1,5,"white"
6.8,0.24,0.34,4.6,0.032,37,135,0.9927,3.2,0.39,10.6,5,"white"
7.3,0.28,0.43,1.7,0.08,21,123,0.9905,3.19,0.42,12.8,5,"white"
9.3,0.32,0.57,2,0.074,27,65,0.9969,3.28,0.79,10.7,5,"red"
7.3,0.25,0.42,14.2,0.041,57,182,0.9996,3.29,0.75,9.1,7,"white"
5.8,0.31,0.32,4.5,0.024,28,94,0.98906,3.25,0.52,13.7,7,"white"
7.2,0.17,0.34,6.4,0.042,16,111,0.99278,2.99,0.4,10.8,6,"white"
7.2,0.17,0.37,6.9,0.059,47,128,0.99322,3.08,0.46,11,7,"white"
6.7,0.16,0.28,2.5,0.046,40,153,0.9921,3.38,0.51,11.4,7,"white"
6.8,0.64,0.08,9.7,0.062,26,142,0.9972,3.37,0.46,8.9,4,"white"
8.1,0.24,0.38,4.3,0.044,49,172,0.996,3.37,0.74,10.8,6,"white"
7.4,0.31,0.74,10.7,0.039,51,147,0.9977,3.02,0.43,8.7,5,"white"
8.6,0.33,0.34,11.8,0.059,42,240,0.99882,3.17,0.52,10,6,"white"
7.6,0.26,0.32,1.3,0.048,23,76,0.9903,2.96,0.46,12,6,"white"
7.8,0.34,0.35,1.8,0.042,8,167,0.9908,3.11,0.41,12.1,6,"white"
6.7,0.24,0.26,12.6,0.053,44,182,0.99802,3.42,0.42,9.7,5,"white"
8.2,0.37,0.64,13.9,0.043,22,171,0.99873,2.99,0.8,9.3,5,"white"
9,0.45,0.49,2.6,0.084,21,75,0.9987,3.35,0.57,9.7,5,"red"
6.8,0.13,0.39,1.4,0.034,19,102,0.99121,3.23,0.6,11.3,7,"white"
6,0.19,0.37,9.7,0.032,17,50,0.9932,3.08,0.66,12,6,"white"
6.3,0.43,0.32,8.8,0.042,18,106,0.99172,3.28,0.33,12.9,7,"white"
8.5,0.24,0.47,15.2,0.057,40,234,1.0005,3.02,0.66,9,5,"white"
7.1,0.66,0,2.4,0.052,6,11,0.99318,3.35,0.66,12.7,7,"red"
6.7,0.44,0.22,4.3,0.032,19,99,0.99015,3.26,0.53,12.8,7,"white"
8.7,0.63,0.28,2.7,0.096,17,69,0.99734,3.26,0.63,10.2,6,"red"
7.7,0.18,0.3,1.2,0.046,49,199,0.99413,3.03,0.38,9.3,5,"white"
7.4,0.18,0.3,10.4,0.045,44,174,0.9966,3.11,0.57,9.7,6,"white"
7.7,0.26,0.3,1.7,0.059,20,38,0.9949,3.29,0.47,10.8,6,"red"
7.1,0.21,0.37,2.4,0.026,23,100,0.9903,3.15,0.38,11.4,7,"white"
11.5,0.41,0.52,3,0.08,29,55,1.0001,3.26,0.88,11,5,"red"
7.8,0.17,0.23,1.7,0.029,39,128,0.99272,3.37,0.41,10.7,7,"white"
6.7,1.04,0.08,2.3,0.067,19,32,0.99648,3.52,0.57,11,4,"red"
5.8,0.28,0.18,1.2,0.058,7,108,0.99288,3.23,0.58,9.55,4,"white"
7.4,0.61,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8,5,"red"
9.9,0.54,0.26,2,0.111,7,60,0.99709,2.94,0.98,10.2,5,"red"
7.2,0.32,0.47,5.1,0.044,19,65,0.991,3.03,0.41,12.6,4,"white"
6.1,0.2,0.17,1.6,0.048,46,129,0.991,3.3,0.43,11.4,6,"white"
6.9,0.22,0.37,15,0.053,59,178,0.9992,3.37,0.82,9.5,7,"white"
6.6,0.855,0.02,2.4,0.062,15,23,0.99627,3.54,0.6,11,6,"red"
7,0.17,0.33,4,0.034,17,127,0.9934,3.19,0.39,10.6,7,"white"
7.4,0.24,0.26,1.6,0.058,53,150,0.9936,3.18,0.5,9.9,7,"white"
6.4,0.33,0.28,1.1,0.038,30,110,0.9917,3.12,0.42,10.5,6,"white"
5.3,0.3,0.16,4.2,0.029,37,100,0.9905,3.3,0.36,11.8,8,"white"
7.4,0.24,0.42,14,0.066,48,198,0.9979,2.89,0.42,8.9,6,"white"
7.8,0.2,0.28,10.2,0.054,78,186,0.997,3.14,0.46,10,6,"white"
8.3,0.42,0.62,19.25,0.04,41,172,1.0002,2.98,0.67,9.7,5,"white"
6.9,0.23,0.41,8,0.03,30,114,0.99368,3.22,0.54,11,6,"white"
8.2,0.915,0.27,2.1,0.088,7,23,0.9962,3.26,0.47,10,4,"red"
6.3,0.24,0.55,8.1,0.04,67,216,0.99596,3.24,0.5,9.2,5,"white"
6,0.26,0.26,2.2,0.035,10,72,0.989465,3.11,0.48,12.15,6,"white"
7.1,0.32,0.24,13.1,0.05,52,204,0.998,3.1,0.49,8.8,5,"white"
6.7,0.34,0.26,1.9,0.038,58,138,0.9893,3,0.47,12.2,7,"white"
6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,6,"white"
7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,6,"white"
5.7,0.25,0.21,1.5,0.044,21,108,0.99142,3.3,0.59,11,6,"white"
6.1,0.27,0.32,6.2,0.048,47,161,0.99281,3.22,0.6,11,6,"white"
7.1,0.31,0.25,11.2,0.048,32,136,0.99663,3.14,0.4,9.5,5,"white"
9,0.29,0.34,12.1,0.03,34,177,0.99706,3.13,0.47,10.6,5,"white"
6.9,0.22,0.28,7.8,0.05,43,116,0.99326,3.22,0.6,11.5,8,"white"
6.6,0.33,0.24,16.05,0.045,31,147,0.99822,3.08,0.52,9.2,5,"white"
8.9,0.21,0.34,7.1,0.037,33,150,0.9962,3.1,0.45,9.7,6,"white"
7.4,0.18,0.42,2.1,0.036,33,187,0.9938,3.4,0.41,10.6,7,"white"
7.6,0.3,0.25,4.3,0.054,22,111,0.9956,3.12,0.49,9.2,5,"white"
12,0.45,0.55,2,0.073,25,49,0.9997,3.1,0.76,10.3,6,"red"
10.2,0.34,0.48,2.1,0.052,5,9,0.99458,3.2,0.69,12.1,7,"red"
5.2,0.34,0,1.8,0.05,27,63,0.9916,3.68,0.79,14,6,"red"
8.7,0.675,0.1,1.6,0.09,4,11,0.99745,3.31,0.65,9.55,5,"red"
7.4,0.37,0.43,2.6,0.082,18,82,0.99708,3.33,0.68,9.7,6,"red"
7.7,0.66,0.04,1.6,0.039,4,9,0.9962,3.4,0.47,9.4,5,"red"
6.9,0.28,0.22,10,0.052,36,131,0.99696,3.08,0.46,9.6,5,"white"
7.9,0.52,0.26,1.9,0.079,42,140,0.9964,3.23,0.54,9.5,5,"red"
6.6,0.21,0.34,5.6,0.046,30,140,0.99299,3.22,0.38,11,5,"white"
6.7,0.29,0.45,14.3,0.054,30,181,0.99869,3.14,0.57,9.1,5,"white"
7.2,0.34,0.32,2.5,0.09,43,113,0.9966,3.32,0.79,11.1,5,"red"
6.7,0.41,0.27,2.6,0.033,25,85,0.99086,3.05,0.34,11.7,6,"white"
6.9,0.26,0.49,1.6,0.058,39,166,0.9965,3.65,0.52,9.4,4,"white"
